Time (sec),  BV (Volts),  T (deg C),  DO (mg/l),  Q ()
1758100020,+2.96,+26.291, +8.112,+0.860
1758100080,+2.96,+26.274, +8.119,+0.860
1758100140,+2.96,+26.283, +8.108,+0.860
1758100200,+2.96,+26.291, +8.119,+0.861
1758100260,+2.96,+26.308, +8.126,+0.860
1758100320,+2.96,+26.325, +8.142,+0.860
1758100380,+2.96,+26.325, +8.187,+0.860
1758100440,+2.96,+26.350, +8.180,+0.859
1758100500,+2.96,+26.376, +8.197,+0.860
1758100560,+2.96,+26.384, +8.210,+0.859
1758100620,+2.96,+26.393, +8.229,+0.860
1758100680,+2.96,+26.401, +8.246,+0.860
1758100740,+2.96,+26.426, +8.250,+0.860
1758100800,+2.96,+26.443, +8.265,+0.860
1758100860,+2.96,+26.460, +8.277,+0.859
1758100920,+2.96,+26.486, +8.300,+0.860
1758100980,+2.96,+26.494, +8.307,+0.859
1758101040,+2.96,+26.520, +8.309,+0.859
1758101100,+2.96,+26.528, +8.328,+0.859
1758101160,+2.96,+26.553, +8.319,+0.859
1758101220,+2.96,+26.570, +8.332,+0.860
1758101280,+2.96,+26.579, +8.347,+0.860
1758101340,+2.96,+26.579, +8.360,+0.859
1758101400,+2.96,+26.604, +8.374,+0.860
1758101460,+2.96,+26.621, +8.386,+0.860
1758101520,+2.96,+26.638, +8.404,+0.860
1758101580,+2.96,+26.638, +8.416,+0.860
1758101640,+2.96,+26.664, +8.436,+0.860
1758101700,+2.96,+26.706, +8.419,+0.859
1758101760,+2.96,+26.715, +8.445,+0.859
1758101820,+2.96,+26.740, +8.461,+0.859
1758101880,+2.96,+26.748, +8.494,+0.860
1758101940,+2.96,+26.774, +8.497,+0.860
1758102000,+2.96,+26.774, +8.522,+0.860
1758102060,+2.96,+26.791, +8.510,+0.859
1758102120,+2.96,+26.791, +8.517,+0.859
1758102180,+2.96,+26.791, +8.537,+0.860
1758102240,+2.96,+26.791, +8.532,+0.859
1758102300,+2.96,+26.799, +8.546,+0.860
1758102360,+2.96,+26.808, +8.553,+0.860
1758102420,+2.96,+26.799, +8.556,+0.860
1758102480,+2.96,+26.791, +8.556,+0.859
1758102540,+2.96,+26.808, +8.566,+0.861
1758102600,+2.96,+26.808, +8.517,+0.860
1758102660,+2.96,+26.833, +8.456,+0.859
1758102720,+2.96,+26.816, +8.445,+0.859
1758102780,+2.96,+26.808, +8.452,+0.860
1758102840,+2.96,+26.799, +8.313,+0.859
1758102900,+2.96,+26.816, +8.308,+0.859
1758102960,+2.96,+26.816, +8.509,+0.860
1758103020,+2.96,+26.859, +7.710,+0.860
1758103080,+2.96,+27.156, +7.657,+0.860
1758103140,+2.95,+27.343, +7.626,+0.859
1758103200,+2.95,+27.445, +7.626,+0.860
1758103260,+2.95,+27.547, +7.632,+0.859
1758103320,+2.96,+27.590, +7.647,+0.860
1758103380,+2.96,+27.615, +7.563,+0.859
1758103440,+2.96,+27.641, +7.577,+0.859
1758103500,+2.96,+27.632, +7.598,+0.860
1758103560,+2.96,+27.632, +7.550,+0.860
1758103620,+2.96,+27.598, +7.498,+0.859
1758103680,+2.96,+27.564, +7.509,+0.860
1758103740,+2.95,+27.496, +7.506,+0.860
1758103800,+2.95,+27.479, +7.505,+0.860
1758103860,+2.95,+27.462, +7.498,+0.859
1758103920,+2.95,+27.428, +7.509,+0.859
1758103980,+2.95,+27.445, +7.505,+0.859
1758104040,+2.95,+27.419, +7.517,+0.860
1758104100,+2.95,+27.411, +7.510,+0.860
1758104160,+2.95,+27.402, +7.516,+0.860
1758104220,+2.95,+27.402, +7.518,+0.860
1758104280,+2.95,+27.377, +7.522,+0.860
1758104340,+2.95,+27.377, +7.517,+0.860
1758104400,+2.95,+27.360, +7.516,+0.859
1758104460,+2.95,+27.351, +7.528,+0.860
1758104520,+2.95,+27.351, +7.520,+0.860
1758104580,+2.95,+27.351, +7.504,+0.859
1758104640,+2.95,+27.326, +7.529,+0.860
1758104700,+2.95,+27.343, +7.518,+0.859
1758104760,+2.95,+27.326, +7.539,+0.861
1758104820,+2.95,+27.309, +7.527,+0.860
1758104880,+2.95,+27.309, +7.529,+0.860
1758104940,+2.95,+27.300, +7.536,+0.860
1758105000,+2.95,+27.300, +7.518,+0.859
1758105060,+2.96,+27.283, +7.518,+0.859
1758105120,+2.95,+27.266, +7.523,+0.859
1758105180,+2.96,+27.258, +7.530,+0.859
1758105240,+2.96,+27.258, +7.537,+0.860
1758105300,+2.96,+27.275, +7.522,+0.859
1758105360,+2.96,+27.258, +7.528,+0.859
1758105420,+2.95,+27.266, +7.515,+0.859
1758105480,+2.96,+27.249, +7.525,+0.859
1758105540,+2.96,+27.241, +7.535,+0.859
1758105600,+2.96,+27.241, +7.533,+0.860
1758105660,+2.96,+27.224, +7.544,+0.860
1758105720,+2.96,+27.215, +7.543,+0.860
1758105780,+2.96,+27.215, +7.538,+0.860
1758105840,+2.96,+27.207, +7.553,+0.861
1758105900,+2.96,+27.207, +7.537,+0.860
1758105960,+2.96,+27.215, +7.535,+0.859
1758106020,+2.96,+27.198, +7.536,+0.859
1758106080,+2.96,+27.173, +7.552,+0.860
1758106140,+2.96,+27.173, +7.549,+0.859
1758106200,+2.96,+27.147, +7.558,+0.859
1758106260,+2.96,+27.147, +7.555,+0.859
1758106320,+2.96,+27.139, +7.560,+0.860
1758106380,+2.96,+27.122, +7.557,+0.859
1758106440,+2.96,+27.122, +7.565,+0.860
1758106500,+2.96,+27.096, +7.573,+0.860
1758106560,+2.96,+27.122, +7.554,+0.859
1758106620,+2.96,+27.105, +7.575,+0.860
1758106680,+2.96,+27.088, +7.571,+0.860
1758106740,+2.96,+27.088, +7.560,+0.859
1758106800,+2.96,+27.096, +7.571,+0.860
1758106860,+2.96,+27.088, +7.565,+0.860
1758106920,+2.96,+27.096, +7.553,+0.859
1758106980,+2.96,+27.071, +7.570,+0.860
1758107040,+2.96,+27.096, +7.557,+0.859
1758107100,+2.96,+27.079, +7.562,+0.859
1758107160,+2.96,+27.088, +7.563,+0.860
1758107220,+2.96,+27.088, +7.568,+0.860
1758107280,+2.96,+27.079, +7.555,+0.859
1758107340,+2.96,+27.079, +7.563,+0.859
1758107400,+2.96,+27.096, +7.570,+0.860
1758107460,+2.96,+27.088, +7.575,+0.860
1758107520,+2.96,+27.071, +7.567,+0.860
1758107580,+2.96,+27.088, +7.552,+0.859
1758107640,+2.96,+27.071, +7.569,+0.860
1758107700,+2.96,+27.079, +7.560,+0.859
1758107760,+2.96,+27.071, +7.568,+0.860
1758107820,+2.96,+27.079, +7.563,+0.860
1758107880,+2.96,+27.088, +7.568,+0.860
1758107940,+2.96,+27.079, +7.567,+0.860
1758108000,+2.96,+27.079, +7.579,+0.860
1758108060,+2.96,+27.088, +7.569,+0.860
1758108120,+2.96,+27.079, +7.574,+0.860
1758108180,+2.96,+27.096, +7.561,+0.860
1758108240,+2.96,+27.096, +7.572,+0.860
1758108300,+2.96,+27.079, +7.565,+0.859
1758108360,+2.96,+27.105, +7.569,+0.860
1758108420,+2.96,+27.105, +7.568,+0.860
1758108480,+2.96,+27.088, +7.563,+0.859
1758108540,+2.96,+27.079, +7.579,+0.860
1758108600,+2.96,+27.105, +7.565,+0.860
1758108660,+2.96,+27.096, +7.562,+0.859
1758108720,+2.96,+27.088, +7.569,+0.860
1758108780,+2.96,+27.088, +7.570,+0.860
1758108840,+2.96,+27.113, +7.570,+0.860
1758108900,+2.96,+27.105, +7.564,+0.860
1758108960,+2.96,+27.113, +7.556,+0.859
1758109020,+2.96,+27.122, +7.572,+0.860
1758109080,+2.96,+27.105, +7.576,+0.860
1758109140,+2.96,+27.113, +7.563,+0.859
1758109200,+2.96,+27.122, +7.564,+0.860
1758109260,+2.96,+27.122, +7.555,+0.859
1758109320,+2.96,+27.130, +7.565,+0.860
1758109380,+2.96,+27.139, +7.553,+0.859
1758109440,+2.96,+27.122, +7.562,+0.859
1758109500,+2.96,+27.130, +7.570,+0.860
1758109560,+2.96,+27.130, +7.555,+0.859
1758109620,+2.96,+27.147, +7.550,+0.859
1758109680,+2.96,+27.130, +7.570,+0.860
1758109740,+2.96,+27.130, +7.561,+0.860
1758109800,+2.96,+27.147, +7.562,+0.859
1758109860,+2.96,+27.139, +7.567,+0.860
1758109920,+2.96,+27.122, +7.577,+0.860
1758109980,+2.96,+27.139, +7.573,+0.859
1758110040,+2.96,+27.130, +7.580,+0.860
1758110100,+2.96,+27.164, +7.569,+0.859
1758110160,+2.96,+27.156, +7.559,+0.859
1758110220,+2.96,+27.139, +7.583,+0.860
1758110280,+2.96,+27.164, +7.595,+0.859
1758110340,+2.96,+27.156, +7.592,+0.859
1758110400,+2.96,+27.173, +7.601,+0.860
1758110460,+2.96,+27.190, +7.584,+0.859
1758110520,+2.96,+27.198, +7.613,+0.860
1758110580,+2.96,+27.181, +7.610,+0.860
1758110640,+2.96,+27.198, +7.593,+0.859
1758110700,+2.96,+27.215, +7.598,+0.859
1758110760,+2.95,+27.241, +7.598,+0.860
1758110820,+2.95,+27.241, +7.589,+0.859
1758110880,+2.96,+27.249, +7.596,+0.860
1758110940,+2.95,+27.266, +7.595,+0.860
1758111000,+2.95,+27.266, +7.598,+0.860
1758111060,+2.95,+27.266, +7.598,+0.860
1758111120,+2.95,+27.258, +7.583,+0.859
1758111180,+2.95,+27.258, +7.603,+0.860
1758111240,+2.95,+27.258, +7.594,+0.860
1758111300,+2.95,+27.258, +7.594,+0.859
1758111360,+2.95,+27.249, +7.590,+0.859
1758111420,+2.95,+27.249, +7.596,+0.859
1758111480,+2.95,+27.232, +7.600,+0.860
1758111540,+2.95,+27.249, +7.595,+0.859
1758111600,+2.95,+27.224, +7.600,+0.860
1758111660,+2.95,+27.215, +7.611,+0.860
1758111720,+2.96,+27.215, +7.598,+0.859
1758111780,+2.95,+27.215, +7.614,+0.860
1758111840,+2.96,+27.198, +7.607,+0.859
1758111900,+2.96,+27.198, +7.612,+0.860
1758111960,+2.96,+27.198, +7.619,+0.860
1758112020,+2.96,+27.181, +7.613,+0.860
1758112080,+2.96,+27.173, +7.607,+0.859
1758112140,+2.96,+27.164, +7.635,+0.860
1758112200,+2.96,+27.173, +7.607,+0.859
1758112260,+2.96,+27.164, +7.645,+0.859
1758112320,+2.96,+27.122, +7.567,+0.860
1758112380,+2.96,+27.088, +7.591,+0.860
1758112440,+2.96,+27.105, +7.574,+0.859
1758112500,+2.96,+27.156, +7.564,+0.859
1758112560,+2.96,+27.164, +7.560,+0.859
1758112620,+2.96,+27.173, +7.562,+0.860
1758112680,+2.96,+27.173, +7.566,+0.860
1758112740,+2.96,+27.164, +7.560,+0.860
1758112800,+2.96,+27.147, +7.561,+0.859
1758112860,+2.96,+27.113, +7.580,+0.859
1758112920,+2.96,+27.130, +7.577,+0.859
1758112980,+2.96,+27.139, +7.588,+0.860
1758113040,+2.95,+27.215, +7.562,+0.859
1758113100,+2.95,+27.266, +7.552,+0.859
1758113160,+2.95,+27.283, +7.616,+0.859
1758113220,+2.95,+27.292, +7.621,+0.859
1758113280,+2.95,+27.300, +7.619,+0.859
1758113340,+2.95,+27.283, +7.617,+0.859
1758113400,+2.95,+27.283, +7.623,+0.859
1758113460,+2.95,+27.275, +7.623,+0.859
1758113520,+2.95,+27.266, +7.626,+0.860
1758113580,+2.95,+27.249, +7.635,+0.860
1758113640,+2.95,+27.249, +7.618,+0.859
1758113700,+2.95,+27.215, +7.619,+0.859
1758113760,+2.95,+27.198, +7.624,+0.859
1758113820,+2.96,+27.181, +7.639,+0.860
1758113880,+2.96,+27.164, +7.636,+0.860
1758113940,+2.96,+27.156, +7.633,+0.860
1758114000,+2.96,+27.139, +7.629,+0.859
1758114060,+2.96,+27.071, +7.657,+0.859
1758114120,+2.96,+26.901, +7.705,+0.858
1758114180,+2.96,+27.028, +7.696,+0.858
1758114240,+2.95,+27.419, +7.639,+0.859
